Text,Label
"Existing web services discovery techniques mainly match the services’ descriptions using keyword-based techniques. This leads to a low service discovery precision as the semantics of services and their domains are ignored. To overcome this problem, we propose a matching approach that matches web services based on their goals as well as their expected external behavior. Scenario-networks are used to partially describe the external behavior of web services. A many-to-many semantic-based matching approach for scenario networks is proposed adopting the concept of functional substitutability.",0
"This paper tackles two main disparities between conceptual data schemes and ontologies, which should be taken into account when (re)using conceptual data modeling techniques for building ontologies. Firstly, conceptual schemes are intended to be used during design phases and not at the run-time of applications, while ontologies are typically used and accessed at run-time. To handle this first difference, we define a conceptual markup language (ORM-ML) that allows to represent ORM conceptual diagrams in an open, textual syntax, so that ORM schemes can be shared, exchanged, and processed at the run-time of autonomous applications. Secondly, unlike ontologies that are supposed to hold application-independent domain knowledge, conceptual schemes were developed only for the use of an enterprise application(s), i.e. “in-house” usage. Hence, we present an ontology engineering-framework that enables reusing conceptual modeling approaches in modeling and representing ontologies. In this approach we prevent application-specific knowledge to enter or to be mixed with domain knowledge. To end, we present DogmaModeler: an ontology-engineering tool that implements the ideas presented in the paper.",1
"Linked data is enabling the creation of large-scale distributed data supply chains. However, it's often unclear where the information these supply chains produce originates. Unlike coffee, we don't have a fair trade certificate for data. Here, the author outlines how standards and research in data provenance are leading toward ""fair trade"" data.",0
"The creation of links between schemas of published datasets is a key part of the Linked Open Data (LOD) paradigm. The ability to discover these links ""on the go"" requires that ontology matching techniques achieve good precision and recall within acceptable execution times. In this paper, we add similarity-based and mediator-based ontology matching methods to the Agreementmaker ontology matching system, which aim to efficiently discover high precision subclass mappings between LOD ontologies. Similarity-based matching methods discover subclass mappings by extrapolating them from a set of high quality equivalence mappings and from the interpretation of compound concept names. Mediator-based matching methods discover subclass mappings by comparing polysemic lexical annotations of ontology concepts and by considering external web ontologies. Experiments show that when compared with a leading LOD approach, Agreementmaker achieves considerably higher precision and F-measure, at the cost of a slight decrease in recall.",0
"This paper demonstrates  Treo , a natural language query mechanism for Linked Data graphs. The approach uses a distributional semantic vector space model to semantically match user query terms with data, supporting  vocabulary-independent (or schema-agnostic) queries  over structured data.",1
"Patent documents consist of well-structured descriptions of the technology innovation and the research results. Patent documents are typically written with specific terminologies which often require the expertise of domain experts to interpret and organize for patent analysis. The rapid growth of number of patents applications and registry increases the difficulty in extracting and synthesizing knowledge from patents. The aim of this paper is to construct a framework of expressing and extracting accurate knowledge from patent documents that are related to dental implant connections. First, domain related patents are collected from the United States Patent and Trademark Office. Text mining techniques are used to analyze the key words in the sample set of patents. An ontology is created to express the domain knowledge by using a new ontology engineering technique. In recent years, the aging population has increased the demand for new products and innovations in the dental implant industry. Dental implants are a global, medically accepted treatment used to restore the human masticatory function. The patents collected in the domain of implant connections are used to test the validity and reliability of the ontology development framework. The study of patents related to dental implant connections is considered a critical part of advancing dental implant devices since these designs and innovations are subjected to extensive clinical trials. Given an accurate ontology schema, dental researchers correlate successful prior art designs to successful clinical trials to better understand the interaction between a new artificial body part and the response of the surgical implantation. The value of a patent increases dramatically if the device can be safely used by dentists to treat patients with fewer failures and longer utility.",1
"More and more governments publish Open Government Data (OGD) for their citizens, which receives great interest; because they are not only covering many domains, but also are meaningful and trustful. Since the data are not ready to be linked to other sources, some governments have started to follow the Linked Open Data paradigm as a mean to improve data quality. However, exploiting Linked Data is still a challenging task, which requires a profound understanding of underlying datasets, as well as considerable technical expertise. In this paper, we present an approach to remove the barrier between end users and Linked Data generally, and Open Government Linked Data particularly.",0
"A new ontology learning model called domain ontology graph (DOG) is proposed in this paper. There are two key components in the DOG, i.e., the definition of the ontology graph and the ontology learning process. The former defines the ontology and knowledge conceptualization model from the domain-specific text documents; the latter offers the necessary method of semiautomatic domain ontology learning and generates the corresponding ontology graphs. Two kinds of ontological operations are also defined based on the proposed DOG, i.e., document ontology graph generation and ontology-graph-based text classification. The simulation studies focused upon Chinese text data are used to demonstrate the potential effectiveness of our proposed strategy. This is accomplished by generating DOGs to represent the domain knowledge and conducting the text classifications based on the generated ontology graph. The experimental results show that the new method can produce significantly better classification accuracy (e.g., with 92.3% in f-measure) compared with other methods (such as 86.8% in f-measure for the term-frequency-inverse-document-frequency approach). The high performance demonstrates that our presented ontological operations based on the ontology graph knowledge model are effectively developed.",1
"This article reports on the design and implementation of a domain-specific, manually built ontology, as a scaffolding for the electronic publication of and access to scientific handbooks. The ontology will provide access to the case study handbook (the Handbook of Logic and Language, van Benthem, J. and ter Meulen, A. (1997)) by means of semi-automatically detected links. The ontology's structure is given by a set of hierarchical relations plus two non-hierarchical relations introduced for navigational purposes. The main expected advantage of this way of providing access to the text consists in an enhanced browsing system, providing the user with an explicit map of the contents of the handbook. Moreover, by manually designing and populating the hierarchy, we expect a coherent representation of the domain and a good quality result. When designing and implementing the ontology, we put into practice some of the ideas and technologies already available from the Semantic Web. In the course of this study we describe the design and implementation of the ontology, and draw some preliminary conclusions about the feasibility of such an enterprise and its suitability to support reading in an electronic environment. Here we do not treat the issue of automatically generating links from the ontology to the text, which is currently a work in progress.",1
"The paper introduces an algorithm for personalized clustering based on a range tree structure, used for identifying all web documents satisfying a set of predefined personal user preferences. The returned documents go through a clustering phase before reaching the end user, thus allowing more effective manipulation and supporting the decision making process. The proposed algorithm demonstrates increased applicability in semantic web settings, since they offer the infrastructure for the explicit declaration of web document attributes and their respective values, thus allowing for more automated retrieval. The proposed algorithm improves the  k -means range algorithm, as it uses the already constructed range tree (i.e. during the personalized filtering phase) as the basic structure on which the clustering step is based, applying instead of the  k -means, the  k -windows algorithm. The total number of parameters used for modeling the web documents dictates the number of dimensions of the Euclidean space representation. The time complexity of the algorithm is  O (log  d-2   n + v ), where d is the number of dimensions, n is the total number of web documents and  v  is the size of the answer.",1
The world has experienced a great evolution through the information technology era. Finding suitable vital industrial resources may have been the aim of the previous decades; however these goals have now changed. The pervasive computing environments have overwhelmed humans with a vast amount of information resulting in a lost in the hyperspace problem. Different methods have been proposed to structure and provide better information retrieval. The most recent developments have been the creation of the semantic web and the web services. The new challenge is to establish the basis for semantic web services that are able to be organized into a chain which satisfies the desired user functionality. In this paper we propose a framework in which multi-agent societies have been used to create an environment in which user requests are received (in a restricted English grammar format) and a suitable web service composition is formed. The framework targets distributed environments where no central web service registry is available.,1
"Automation of Web service composition i.e., the process of forming new value added Web services is one of the most promising challenges in Web service research area. Such an automation does not involve only a richer semantic for Web service description but also reasoning processes about those descriptions. Semantics is supposed to be one of the key elements for the automation of Web service composition. Indeed semantic Web services enable a rich machine-understandable descriptions of their capabilities and processes in order to ease automation of processes such as discovery, selection and composition. In this paper one studies the functional level description of Web services and its impact on Web service composition hence the presentation of a formal model CLM (causal link matrix). The model supports a semantic context in order to find a correct, complete and consistent plan as an AI planning-based composition. The innovative and formal model follows a forward chaining-oriented composition. Moreover two methods of optimization (i.e., local-oriented and a global-oriented) of Web service composition are introduced to discover the best plan according to a semantic criterion i.e., the causal link between Web services",1
"The Semantic Web presents the vision of a dynamically growing knowledge base that should allow users to draw on and combine distributed information sources specified in languages based on formal logic. Common users, however, were shown to have problems even with the simplest Boolean expressions [4]; the use of the logic formalism underlying the Semantic Web is beyond their understanding. So how can we bridge the gap between the logic-based SemanticWeb and real-world users, who are ill at ease and, oftentimes, unable to use formal logic concepts?

An often proposed solution to address this problem is the use of natural language interfaces (NLIs). Most NLIs, however, only understand some subset of natural language (NL), but often suggest full understanding, which leads to confusing interaction with users [1]. This mismatch between the users’ expectations and the capabilities of a NLI is called the habitability problem [5]. Furthermore, the development of NL tools requires computationally intensive algorithms relying on large amounts of background knowledge making the tools highly domaindependent and inapplicable to new domains or applications [1].",1
"In this paper we describe SemanticSpy, a tool for tracking suspects and their activities around the globe. Using an RDF data store and a three-dimensional multimedia environment, SemanticSpy is able to bring semantic information to life. SemanticSpy utilizes a blend of semantic information and a media-rich environment that can display images, 3D models, and documents, and can play audio clips to give the user the ability to analyze information using the different types of media. We believe that this will help law enforcement officials gain insight into a suspect’s behavior and give them the power to avert the next major crime or terrorist attack. Finally, we describe SemanticSpy’s architecture and explain its advantages over other information environments.",0
"An event-based system and process for recording and playback of collaborative electronic presentations is presented. The present system and process includes a technique for recording collaborative electronic presentations by capturing and storing the interactions between each participant and presentation data where each interaction event is timestamped and linked to a data file comprising the presentation data. The present system and process also includes a technique for playing back the recorded collaborative electronic presentation, which involves displaying the presentation data in an order it was originally presented and reproducing the recorded interactions between each participant and the displayed presentation data at the same point in the presentation that they were originally performed, based on the aforementioned timestamps.",0
"Current semantic recommender systems aim to exploit the website ontologies to produce valuable web recommendations. However, Web usage knowledge for recommendation is presented separately and differently from the domain ontology, this leads to the complexity of using inconsistent knowledge resources. This paper aims to solve this problem by proposing a novel ontology-style model of Web usage to represent the non-taxonomic visiting relationship among the visited pages. The output of this model is an ontology-style document which enables the discovered web usage knowledge to be sharable and machine-understandable in semantic Web applications, such as recommender systems. A case study is presented to show how this model is used in conjunction of the web usage mining and web recommendation. Two real-world datasets are used in the case study.",0
"UML class-based models and OWL ontologies constitute modeling approaches with different strengths and weaknesses that make them appropriate for specifying distinct aspects of software systems. We propose an integrated use of both modeling approaches in a coherent framework - TwoUse. We present a framework involving different concrete syntaxes for developing integrated models and use a SPARQL-like approach for writing query operations. We illustrate TwoUse's applicability with a case study and conclude that TwoUse achieves enhancements of non-functional software requirements like maintainability, reusability and extensibility.",1
"The semantic web offers new possibilities in the eLearning area, which are dependent at least on two factors: the increasing availability of resources on the web and the semantic power of their meta-descriptions. This paper looks at this second issue, and tries to determine the general framework and the important features of the metadata for a specific domain, philosophy. Thanks to an adequate conceptualization, in fact, it is possible to recollect resources and compose them into a novel narrative, in order to provide specific learning services.",0
"When information services are organized to provide some composed functionality, their interactions can be formally represented as workflows. Traditionally, workflows are executed by centralized engines that invoke the necessary services and collect results. If services are clustered (e.g., based on geographic criteria), locally routing intermediary results between services in the same cluster can be more efficient.

This paper has several contributions: First, it presents a framework allowing the execution of workflow parts to be mediated by special execution sites. Second, we describe a trigger-based mechanism allowing partial results to be routed between execution sites.Finally, we present an approach for optimally computing the distribution of workflow parts to execution sites accordingly to an integrated cost model for workflow execution. The model is created by merging cost-models provided by individual execution sites trough a Contract Net task brokering protocol. The models consider cost measures for service activation, parameter transfer, and service execution.",0
"Description Logics (DLs) are a family of logic based knowledge representation formalisms. Although they have a range of applications (e.g., configuration and information integration), they are perhaps best known as the basis for widely used ontology languages such as OWL (now a W3C recommendation). This decision was motivated by a requirement that key inference problems be decidable, and that it should be possible to provide reasoning services to support ontology design and deployment. Such reasoning services are typically provided by highly optimised implementations of tableaux decision procedures. In this talk I will introduce both the logics and decision procedures that underpin modern ontology languages, and the implementation techniques that have enabled state of the art systems to be effective in applications in spite of the high worst case complexity of key inference problems.",1
"In this paper we describe a physical and virtual space for conducting research into intelligent mobile sensor networks. Intelligent mobile sensor networks present a number of difficult theoretical and practical research challenges. We design an imaginative environment that can be used to explore, test, analyse and compare theoretical and practical approaches to representing and grounding knowledge derived from the sensor data of an intelligent mobile sensor network. Mobile sensor networks not only capture information from the environment, but they also need to model their physical environment in order to move around it safely and effectively. As an intelligent mobile sensor roams a physical space it is bombarded with sensory information from which it tries to construct an abstract and compact world model. Intelligent mobile sensors like robots can develop a rich world model through interaction with both physical objects and the rich information resources accessible on the semantic Web. We have designed an interactive learning space, which is made up of both physical objects and information resources on the Web. It allows the study of intelligent mobile sensor networks, their grounding, knowledge representation, reasoning, communication, collaboration, interactive learning capabilities, and potential business applications.",1
"Internet-based e-commerce provides a high level of flexibility and openness though presenting many drawbacks due to the heterogeneity of the exchanged information. Ontologies are a key technology to solve many of the problems of e-commerce, in fact many companies use ontologies as a method of exchanging meaning between different agents. As ontology usage becomes more prevalent, the need for ontology reconciliation increases. In fact, ontology mapping methods can contribute to solve the problem of knowledge communication and interchange.

In this paper we present an automatic method for ontology mapping. The method is made up of two phases: a lexical-semantic analysis based on the WordNet thesaurus and a structural analysis based on a matching algorithm that finds semantic mappings between two ontologies expressed in Attributive Language with Number description ($\mathcal{ALN}$) Description logic. The mapped ontologies describe the same conceptualization through a set of rules that join related concepts. We deployed the proposed approach in a prototype system that currently is employed for large scale experiments. A simple experiment with a case study domain has shown a good correspondence with human mapping manually conducted and the system provided results.",1
"Decentralized case-based reasoning (DzCBR) is a reasoning framework that addresses the problem of adaptive reasoning in a multi-ontology environment. It is a case-based reasoning (CBR) approach which relies on contextualized ontologies in the C-OWL formalism for the representation of domain knowledge and adaptation knowledge. A context in C-OWL is used to represent a particular viewpoint, containing the knowledge needed to solve a particular local problem. Semantic relations between contexts and the associated reasoning mechanisms allow the CBR process in a particular viewpoint to reuse and share information about the problem and the already found solutions in the other viewpoints.",1
"In recent years, web services have become increasingly important components of the scientific methodology of certain domains. Currently, however, the description and use of most these is purely ‘syntactic'; that is, the semantics of the services are left to the human user to infer or acquire by other means before deciding whether and how to use a service. Consequently, there are opportunities to bridge this semantic gap through the application of emerging semantic web and semantic web service technologies in these domains, thereby enriching and expanding a user's service interactions. This paper presents its authors' experiences of the application and use of these emerging technologies in a displicine in which web services already play a key role: bioinformatics.",1
"Existing service matching techniques such as keyword-based and ontology-based, do not guarantee the correctness of the matching results (i.e. do not guarantee fulfilling user goals). This paper deals with this problem by capturing the high-level functional aspects (namely goals, contexts, and expected external behaviors) for both web services and users in a machine-processable format, then matching these aspects using the proposed functional substitutability matching scheme (FSMS). Based on FSMS, this paper describes a direct matching technique in which a user request is examined against one service description at a time, such that web services match users’ requests when they have substitutable goals, contexts and expected external behaviors. The substitutability semantics between the elements of application domains are captured via the proposed substitutability graphs, which are used during the matching process to mediate between users’ requests and web services’ descriptions. Simulation results show that the proposed matching approach succeeds in retrieving only the correct answers, while keyword-based and ontology-based retrieval techniques could not eliminate the appearance of false negatives and false positives.",0
"We discuss ALCK, a nonmontonic logic that augments ALC with the epistemic operator K, and argue that a similar extension to OWL would be desirable. We show, however, that at its current state the OWL syntax is too inflexible to capture even this syntactically simpleminded extension. Finally, we introduce our implementation of ALCK as an extension to the tableau-based OWL-DL reasoner Pellet. 1 Nonmonotonic logics, open and closed worlds Nonmonotonic logics were proven generally successful in capturing, among other things, several forms of common sense and database reasoning. A bold divide between the field of nonmonotonic formalisms and first-order reasoning (where description logics and OWL lie) rests in the closed v. open world assumption. In database systems, it is reasonable to assume that the data at hand is complete. Since no information outside the database is relevant, we say that our world is closed. Formally, if Σ 6|= φ (where Σ is the knowledge in our database and φ is some formula), we assume ¬φ is the case. This constitutes the closed-world assumption (CWA). Under the open world assumption (OWA), on the other hand, it is accepted that the knowledge in our database is perhaps incomplete. When asked whether Σ |= φ, we simply come to no conclusion in case Σ 6|= φ and Σ 6|= ¬φ. We will not delve into the question of which semantics is “better” overall or more appropriate for OWL. Rather, we argue that it would be desirable to be able to “turn on” the closed-world assumption when needed in OWL, in order the reap the benefits of nonmonotonicity, but without giving up OWL’s openworld semantics in general. The logic ALCK allows for this interaction. Many useful nonmonotonic features such as integrity constraints and procedural rules (among others−we point to [1] for full treament) are formalizable in this logic. Consider as a motivational example for CWA, an integrity constraint. Suppose that for a certain application, we require all the employees in our knowledge base to be explictly declared to be either a manager or a programmer, since employees will be treated differently according to their positions. The subsumption axiom Employee v Manager t Programmer will not suffice, since an individual only declared to be an instance of Employee will trivially satisfy the disjunction even if it is not explcitly a member of either disjunct (so long as it is not in ¬Manager u ¬Programmer of course.) Thus the knowledge base Σ = {Employee(bob)} is a legitimate model of this concept, yet does not settle",1
"Web services have become the predominant paradigm for the development of distributed software systems. Web services provide the means to modularize software in a way that functionality can be described, discovered and deployed in a platform independent manner over a network (e.g., intranets, extranets and the Internet). The representation of web services by current industrial practice is predominantly syntactic in nature lacking the fundamental semantic underpinnings required to fulfill the goals of the emerging Semantic Web. This paper proposes a framework aimed at (1) modeling the semantics of syntactically defined web services through a process of interpretation, (2) scoping the derived concepts within domain ontologies, and (3) harmonizing the semantic web services with the domain ontologies. The framework was validated through its application to web services developed for a large financial system. The worked example presented in this paper is extracted from the semantic modeling of these financial web services.",0
"In this paper, we describe the SomeWhere semantic peer-to-peer data management system that promotes a “small is beautiful” vision of the Semantic Web based on simple personalized ontologies (e.g., taxonomies of classes) but which are distributed at a large scale. In this vision of the Semantic Web, no user imposes to others his own ontology. Logical mappings between ontologies make possible the creation of a web of people in which personalized semantic marking up of data cohabits nicely with a collaborative exchange of data. In this view, the Web is a huge peer-to-peer data management system based on simple distributed ontologies and mappings.",0
"Wireless connectivity and widespread diffusion of portable devices offer novel opportunities for users to share resources anywhere and anytime, and to form ad-hoc coalitions. Resource access control is crucial to leverage these ad-hoc collaborations. In pervasive scenarios, however, collaborating entities cannot be predetermined and resource availability frequently varies, even unpredictably, due to user/device mobility, thus complicating resource access control. Access control policies cannot be defined based on entity’s identities/roles, as in traditional access control solutions, or be specified a priori to face any operative run time condition, but require continuous adjustments to adapt to the current situation. To address these issues, this paper advocates the adoption of novel access control policy models that follow two main design guidelines: context-awareness to control resource access on the basis of context visibility and to enable dynamic adaptation of policies depending on context changes, and semantic technologies for context/policy specification to allow high-level description and reasoning about context and policies. The paper also describes the design of a semantic context-aware policy model that adopts ontologies and rules to express context and context-aware access control policies and supports policy adaptation.",0
"This paper presents a travel planning system, which is based on our web resource aggregation platform and is designed for budget travelers to arrange their journey and budget. Ontologies for the tourism domain are built up with a new OWL-based visual ontology designer called VO-Editor. And a graph-based ""selective"" inference method is adopted to reason about related ontology knowledge, which is believed to be efficient in many situations.",1
"XQuery 1.0, the XML query language which is about to become a W3C Recommendation, lacks the ability to make persistent changes to instances of its data model. A number of proposals to extend XQuery with update facilities have been made lately, including a W3C Working Draft. In order to investigate some of the different constructs that are introduced in these proposals, we define an XQuery-based update language that combines them. By doing so, we show that it is possible to give a concise, complete and formal definition of such a language. We define subsets of this language to examine the relative expressive power of the different constructs, and we establish the relationships between these subsets in terms of queries and updates that can be expressed. Finally, we discuss the relationships between these subsets and existing XQuery-based update languages.",0
"The Semantic Web is an extension of the current Web in which information is given well-defined meaning to support effective data discovery and integration. The RDF framework is a key issue for the Semantic Web. It can be used in resource discovery to provide better search engine capabilities, in cataloging for describing the content of thematic hierarchies in thematic catalogs and digital libraries, in knowledge sharing and exchange of Web agents, etc. Up to now, RDF schemas have been treated rather as sets of individual elements (i.e. model primitives like classes, properties, etc.). Under that view, queries like “find the part of a portal catalog which is not present in another catalog” can be answered only in a procedural way, specifying which nodes to select and how to get them. For this reason, we argue that answering such queries requires treating schemas as a whole rather than as sets of individual elements. We introduce a set of operators with set-like semantics to manage RDF schemas. The operators can be included in any RDF query language to support manipulation of RDF schemas as full-fledged objects. We also present RDFSculpt, a prototype system that implements our framework.",1
"In this paper, an agent framework, which provides a build in support for dynamic semantic service discovery and invocation within the agent’s plan(s), is introduced. To provide such a support, a generic plan structure is defined for semantic service integration. Developer can reuse this generic plan and add it to any agent plan as a task to create semantic service enabled plan(s). The platform executes this kind of plan(s) with its build in support. Also, a case study is developed to show the effectiveness of this approach in terms of integrating agents with web services.",1
"Abstract   Ontologies are the backbone of the Semantic Web, a semantic-aware version of the World Wide Web. To the end of making available large-scale domain ontologies, effective and usable methodologies are needed to facilitate the process of Ontology Building. Many of the methods proposed so far only in part refer to well-known and widely used standards from other areas, like software engineering and knowledge representation. In this paper we present UPON, a methodology based on the adaptation to Ontology Building of the Unified Software Development Process developed by the Object Management Group. The approach provides interesting insights from both software engineering and ontology construction. A comparative evaluation with other methodologies, as well as the results of its adoption in the context of the European Interop Network of Excellence and Athena Integrated Project, are also discussed.",1
"There has been a rapid growth in the use of semistructured data in both web applications and database systems. Consequently, the design of a good semistructured data model is essential. In the relational database community, algorithms have been defined to transform a relational schema from one normal form to a more suitable normal form. These algorithms have been shown to preserve certain semantics during the transformation. The work presented in this paper is the first step towards representing such algorithms for semistructured data, namely formally defining the semantics necessary for achieving this goal. Formal semantics and automated reasoning tools enable us to reveal the inconsistencies in a semistructured data model and its instances. The Object Relationship Attribute model for Semistructured data (ORA-SS) is a graphical notation for designing and representing semistructured data. This paper presents a methodology of encoding the semantics of the ORA-SS notation into the Web Ontology Language (OWL) and automatically verifying the semistructured data design using the OWL reasoning tools. Our methodology provides automated consistency checking of an ORA-SS data model at both the schema and instance levels.",1
The paper develops software to exploit a protocol for collaborative ontology editing based on RDF and using a peer-to-peer (P2P) networking architecture. The protocol implements a voting mechanism embedded into the RDF data itself using a mixed initiative design for notification. This is implemented as extensions to an ontology browser called OntoRama. The P2P approach is compared to the classic ontology editing approaches and the special requirements of the ontology editing environment are discussed.,0
We describe an application of information extraction from company Web sites focusing on product offers. A statistical approach to text analysis is used in conjunction with different ways of image classification. Ontological knowledge is used to group the extracted items into structured objects. The results are stored in an RDF repository and made available for structured search.,1
"The increasing availability of open and large e-learning repositories and the advent of distributed technologies such as Web services have led to a renewed interest in distributed e-learning. Composition rather than aggregation is seen as a way forward in the design and implementation of learning paths. In this paper, a framework for courseware composition is presented in terms of workflow management and semantic Web technologies. In order to cater for the needs of learners and to provide flexible learning content, a compositional platform, BPEL4WS, is enhanced by the introduction of virtual Web services, which are initially unbound. The resolution of these services is performed by agents, through search, discovery and late binding. This approach has the advantage that it overcomes some of the limitations of BPEL4WS and that it decouples the design of learning paths from the delivery of learning content. It also enhances adaptivity in e-learning provision.",0
"Web services might be a way to solve the integration problem because Web services technology provides a higher layer of abstraction that hides implementation details from applications. Using this technology, applications invoke other applications' functions through well-defined, easy-to-use interfaces. To test the potential of a Web services solution, we implemented a microarray data-mining system that uses Web services in drug discovery - a research process that attempts to identify new avenues for developing therapeutic drugs. Although our implementation focuses on a problem within the life sciences, we strongly believe that Web services could be a boon to any research field that requires analyzing volumes of data and conducting complex data mining.",1
"Web services technology is critical for the success of business integration and other application fields such as bioinformatics. However, there are two challenges facing the practicality of Web services: (a) efficient location of the Web service registries that contain the requested Web services and (b) efficient retrieval of the requested services from these registries with high quality of service (QoS). The main reason for this problem is that current Web services technology is not semantic-oriented. Several proposals have been made to add semantics to Web services to facilitate discovery and composition of relevant Web services. Such proposals are being referred to as semantic Web services (SWS). However, most of these proposals do not address the second problem of retrieval of web services with high QoS. In this paper, we propose a framework called soft semantic Web services agent (soft SWS agent) for providing high QoS Semantic Web services using soft computing methodology. Since different application domains have different requirement for QoS, it is impractical to use classical mathematical modeling methods to evaluate the QoS of semantic Web services. We use fuzzy neural networks with Genetic Algorithms (GA) as our study case. Simulation results show that the soft computing methodology is practicable to handle fuzzy and uncertain QoS metrics effectively.",1
"Combining Wiki and Semantic Web technologies is considered by many members of the two communities as a promising alternative to current approaches for collaboratively creating and using information on the Web. The user-friendliness of the former as regarding multi-site content generation and the power of semantic technologies as w.r.t. organizing and retrieving knowledge are likely to complement one another towards a new generation of Web-based content management systems. Our system Makna (stands for “knowledge” in Indonesian) elaborates on this ideas by extending the Wiki engine JSPWiki with generic, easyto-use ontology-based components for authoring, querying and browsing Semantic Web information.",1
"The exchange of models among different modeling tools ever more becomes an important prerequisite for effective software development processes. Due to a lack of interoperability, however, it is often difficult to use tools in combination, thus the potential of model-driven software development cannot be fully exploited. This paper proposes ModelCVS, a system which enables tool integration through transparent transformation of models between different tools’ modeling languages expressed as MOF-based metamodels. ModelCVS provides versioning capabilities exploiting the rich syntax and semantics of models. Concurrent development is enabled by storing and versioning software artifacts that clients can access by a check-in/check-out mechanism, similar to a traditional CVS server. Semantic technologies in terms of ontologies are used together with a knowledge base to store machinereadable, tool integration relevant information, thus allowing to minimize repetitive effort and partly automate the integration process.",1
"Automatic methods for grapheme-to-phoneme (G2P) and phoneme-to-grapheme (P2G) conversion have become very popular in recent years. Their performance has improved considerably, while at the same time these developments required less input from expert lexicographers. Continuing in this tradition we will present in this paper a data-driven, language-independent approach called MASSIVE 1 with which it is possible to create efficient online modules for automatic symbol mapping. Our framework is solely based on statistical methods for training and run-time and has been optimized for P2G conversion in the context of spoken inquiries to the Semantic Web, an issue researched in the SmartWeb project 2 . MASSIVE systems can be trained using a pronunciation lexicon, the output of a phone recognizer or any other suitable set of corresponding symbol strings. Successful tests have been performed on German and English data sets. Index Terms: phoneme-to-grapheme/sound-to-letter conversion, out-of-vocabulary words, Semantic Web.",0
"We outline the architecture of a modular Trust Layer that can be superimposed to generic semantic Web-style metadata generation facilities. Also, we propose an experimental setting to generate and validate trust assertions on classification metadata generated by different tools (including our ClassBuilder) after a process of metadata standardization. Our experimentation is aimed at validating the role of our Trust Layer as a non-intrusive, user-centered quality improver for automatically generated metadata.",0
"Disclosed are a method of and system for tracking and storing semantic web revision history. The method comprises the steps of providing a first semantic web statement, adding a unique identifier, such as a reification, of said statement, adding a revision statement including a revision number, and updating said first statement to form an updated semantic statement. When the first semantic statement is updated, a new semantic statement is created that captures said first semantic statement prior to being updated, said revision number is incremented, and said new statement is connected with said updated statement. In this way, a user has access to that first statement via the updated statement. Preferably, said first statement includes a set of properties, and each of these properties is an object of the reification of that first statement.",1
"Disclosed are a method of and system for selective tracking of semantic web data. The method comprises the steps of providing a set of semantic web statements, identifying one or more subsets of said set of semantic web statements, and storing said one or more subsets on a given computer system. One or more trackers are established, with each of said trackers being associated with a respective one of said subsets; and when updates to semantic web statements in said set are issued, said one or more trackers are used to identify which ones of said updates are updates to semantic web statements in said one or more subsets. Preferably, each of the trackers is able to determine from a single statement update event if that statement is in the subset associated with said each tracker.",1
"The present invention provides a computer-implemented method, system and program product for emulating a topology of web services. Specifically, under the present invention a set (e.g., one or more, preferably a plurality) of general purpose web services are deployed. Each general purpose web service includes a central processing unit emulator and a common interface. Moreover, each general purpose web service is capable of executing instructions for retrieving data and interacting with other general purpose web services. The topology of web services is then emulated using the set of general purpose web services by executing the instructions. Once the topology is emulated, it can be tested for accuracy, performance characteristics, etc.",0
